Name,Address,Postcode,Type,Latitude,Longitude,Category,Rating
Bacchus Bistro & Wine Bar,409-411 Atlantic Ave,11217,american,40.68692,-73.98437,restaurant,4
Yoon Haeundae Galbi,8 W 36th St,10018,korean,40.74997,-73.98442,restaurant,4.5
Takahachi,85 Ave A,10009,japanese,40.725315,-73.984436,restaurant,3.5
HYUN,10 E 33rd St,10016,japanese,40.7474,-73.98444,restaurant,4.5
Zest Szechuan,45 W 39th St,10018,vietnamese,40.75274,-73.98445,restaurant,3
"Juneteenth Festival, Inc.","605 Water Street, Apt. 21B",10002,Theater,40.711249,-73.98445,cultural_center,-1
Rizzo's Fine Pizza,17 Clinton St,10002,pizza,40.720852,-73.984456,restaurant,3.5
Whitman's,406 E 9th St,10009,american,40.727942,-73.984469,restaurant,4.5
TONCHIN NEW YORK,13 W 36th St,10018,korean,40.7502727,-73.9844951,restaurant,4
The Braised Shop,241 E 10th St,10003,chinese,40.7289533,-73.9845,restaurant,3.5
Cafe Mogador,101 St Marks Pl,10009,brunch,40.72725877,-73.98450851,restaurant,4.5
Marinara Pizza,379 Park Ave S,10016,pizza,40.74241,-73.98452,restaurant,4.5
Blank Slate Coffee + Kitchen,121 Madison Ave,10016,brunch,40.7453293,-73.9845257,restaurant,4
Veniero's,342 E 11th St,10003,dessert,40.72941,-73.98454,restaurant,4
Tarallucci e Vino - East Village,163 1st Ave,10003,italian,40.72896,-73.98454,restaurant,4
Night Music,111 E 7th St,10009,indian,40.72658,-73.98454,restaurant,4
Dos Caminos,373 Park Ave S,10016,mexican,40.74215679,-73.98454272,restaurant,3.5
Mia’s Bakery,716 7th Ave,10036,dessert,40.75964081,-73.98454858,restaurant,3.5
Atoboy,43 E 28th St,10016,korean,40.74364,-73.98456,restaurant,3.5
First Wok,155 York St,11201,chinese,40.70154,-73.98456,restaurant,4
Marta,29 E 29th St,10016,italian,40.74452128,-73.98458285,restaurant,4.5
Studio,23 Lexington Ave,10010,brunch,40.7396337,-73.98458773,restaurant,4.5
"Theater for the New City Foundation, Inc.",155 First Avenue,10003,Theater,40.728505,-73.984634,cultural_center,-1
Fonda Park Slope,434 7th Ave,11215,mexican,40.66363144,-73.9846344,restaurant,4
Cocina Del Sur,40 W 38th St,10018,healthy,40.75152969,-73.98465729,restaurant,4
The Kati Roll Company,49 W 39th St,10018,indian,40.75269,-73.98466,restaurant,4
Hangawi,12 E 32nd St,10016,healthy,40.746737,-73.984662,restaurant,3.5
Saar Indian Bistro,241 W 51st St,10019,healthy,40.7626659,-73.9847093,restaurant,4
Clinton Hall,16 W 36th St,10018,american,40.75009,-73.98471,restaurant,3.5
Sushi Yashin,381 5th Ave,11215,japanese,40.67083285,-73.9847133,restaurant,3.5
Snowdays,241 E 10th St,10003,dessert,40.72903108,-73.98472846,restaurant,4
Her Name Is Han,17 E 31st St,10016,brunch,40.74626,-73.98473,restaurant,4
Hillstone Restaurant,378 Park Ave S,10010,american,40.7427534,-73.9847308,restaurant,4
"Organization of Puerto Rican Artists, Inc.",218 East 18th Street,10003,Visual Arts,40.735518,-73.98474,cultural_center,-1
Ten Japanese Cuisine,440 7th Ave,11215,japanese,40.66348648,-73.98474884,restaurant,4
Pig and Khao,68 Clinton St,10002,thai,40.71926,-73.98475,restaurant,4
Ladybird,111 East 7th St,10009,healthy,40.72676931,-73.98477128,restaurant,3.5
Ho Foods,110 E 7th St,10009,chinese,40.72634,-73.98478,restaurant,4
Villa Cemita,50 Ave A,10009,brunch,40.72383,-73.98478,restaurant,4
Take31,15 E 31st St,10016,american,40.7463,-73.984809,restaurant,4.5
"Relationship Performance and Art Group, Inc.","100 Saint Mark's Place, Apt. 7",10009,Theater,40.727388,-73.984825,cultural_center,-1
"Theatre-Studio, Inc.",123 East 24th Street,10010,Theater,40.740418,-73.984829,cultural_center,-1
Alliance for Inclusion in the Arts,"1560 Broadway, Suite 1600",10036,Theater,40.75886,-73.984843,cultural_center,-1
Times Square District Management Association,"1560 Broadway, Suite 1001",10036,Visual Arts,40.75886,-73.984843,cultural_center,-1
Cup & Cup,15 E 31st St,10016,korean,40.746245,-73.984846,restaurant,3
Ichi Cellar,6 E 32nd St,10016,korean,40.7467294,-73.9848598,restaurant,4
Two Boots East Village,42 Ave A,10009,pizza,40.72369,-73.98489,restaurant,5
Osteria Al Doge,142 W 44th St,10036,italian,40.75662,-73.9849,restaurant,4.5
BONMi,150 W 62nd St,10023,vietnamese,40.7715683,-73.9849167,restaurant,4.5
Little Italy Pizza,2 E 33rd St,10016,pizza,40.74766472,-73.98492023,restaurant,4
Xe May Sandwich Shop,96 Saint Marks Pl,10009,vietnamese,40.7272,-73.98493,restaurant,4
Nippori,245 W 51st St,10019,japanese,40.7628542,-73.984939,restaurant,3.5
Red Poke,885 8th Ave,10019,korean,40.7641043,-73.9849486,restaurant,4
Groundswell Community Mural Project,540 President St. Ste 1A,11215,Visual Arts,40.677354,-73.984973,cultural_center,-1
Keki Modern Cakes,315 5th Ave,10016,dessert,40.7468603,-73.984986,restaurant,4.5
nonono,118 Madison Ave,10016,korean,40.74545,-73.98499,restaurant,4
Ronin Stones,69 Clinton St,10002,japanese,40.71944496,-73.98500567,restaurant,3.5
Azasu,49 Clinton St,10002,japanese,40.719758,-73.985011,restaurant,4
Sal Anthony's,226 3rd Ave,10003,italian,40.7365799,-73.98502,restaurant,4.5
Good Night Sonny,134 1st Ave,10009,seafood,40.72768,-73.98502,restaurant,4
The Burgary,67 Clinton St,10002,american,40.71933708,-73.98502289,restaurant,4.5
Bonchon - NYC 5th Ave,325 5th Ave,10016,korean,40.747436,-73.985027,restaurant,4.5
Natsumi,226 W 50th St,10019,japanese,40.76174,-73.98503,restaurant,2.5
Tender Greens,1065 6th Ave,10018,healthy,40.7539141,-73.985055,restaurant,3.5
Kalavant Center for Music and Dance,"326 East 11th Street, Ste. 2",10003,Music,40.729812,-73.985063,cultural_center,-1
Parker & Quinn,64 W 39th St,10018,brunch,40.75258622,-73.98507132,restaurant,3.5
Thailicious LES,71 Clinton St,10002,vietnamese,40.71927,-73.98509,restaurant,4
Bait & Hook,231 2nd Ave,10003,seafood,40.73263,-73.985103,restaurant,4
Nakamura,172 Delancey St,10002,japanese,40.717975,-73.985115,restaurant,4
Chef Pho & Peking Roast Duck,858 8th Ave,10019,vietnamese,40.76314,-73.98512,restaurant,4
ON,110 Madison Ave,10016,brunch,40.74502,-73.98513,restaurant,4.5
Paquito's,143 1st Ave,10003,mexican,40.728137,-73.985134,restaurant,4
Speedy Romeo,63 Clinton St,10002,pizza,40.71951,-73.98514,restaurant,4.5
Mani In Pasta,245 E 14th St,10016,italian,40.7326,-73.98515,restaurant,4.5
Habanero Blues,29 W 36th St,10018,mexican,40.75049,-73.98517,restaurant,4.5
Soju Haus,315 5th Ave,10016,korean,40.7468603,-73.9851724,restaurant,4
Bibble & Sip,253 W 51st St,10019,dessert,40.76282,-73.98518,restaurant,3.5
"Participant, Inc.","253 East Houston Street, Ground Floor",10002,Visual Arts,40.721877,-73.98518,cultural_center,-1
T-Swirl Crêpe,247 E 14th St,10003,dessert,40.7325935,-73.9851807,restaurant,4
Punjab On Third,220 3rd Ave,10003,indian,40.73633,-73.98519,restaurant,4
Korean Red Ginseng,315 5th Ave,10016,dessert,40.7468929,-73.9851941,restaurant,3.5
Melt Shop,877 8th Ave,10019,healthy,40.76383487,-73.98520654,restaurant,3.5
Clancey,79 Clinton St,10002,american,40.7190299,-73.98521,restaurant,4.5
Park Avenue Autumn/Winter/Spring/Summer,360 Park Ave S,10010,american,40.74197106,-73.98521058,restaurant,4
The Winslow,243 E 14th St,10003,brunch,40.73277664,-73.98521423,restaurant,4
Kang Ho Dong Baekjeong,1 E 32nd St,10016,korean,40.74717358,-73.98521442,restaurant,3.5
Tarallucci E Vino - Nomad,44 E 28th St,10016,italian,40.7436553,-73.9852171,restaurant,4.5
East Village Pizza,145 1st Ave,10003,pizza,40.72823,-73.9852499,restaurant,4
Nightmarket,130 1st Ave,10009,chinese,40.72737,-73.98525,restaurant,3.5
Luke's Lobster East Village,93 E 7th St,10009,seafood,40.72694016,-73.98526001,restaurant,4
Tikka Indian Grill,396 5th Ave,11215,indian,40.6707308,-73.985264,restaurant,4
Supper,156 E 2nd St,10009,italian,40.7229,-73.98527,restaurant,4
Bin 141,43 Avenue A,10009,brunch,40.72391,-73.98529,restaurant,4
Sweet Churros With Coffeed,West Broadway And 46th St,10001,dessert,40.75856049,-73.98530223,restaurant,4
Taqueria Gramercy,218 3rd Ave,10003,mexican,40.7363,-73.98531,restaurant,4.5
Burger & Lobster,132 W 43rd St,10036,american,40.75596,-73.98532,restaurant,3.5
Blue Fin,1567 Broadway,10036,seafood,40.75938302,-73.985327,restaurant,4
Dos Caminos,1567 Broadway,10036,mexican,40.7593727,-73.9853281,restaurant,3.5
Besfren,315 5th Ave,10016,dessert,40.746963,-73.98533,restaurant,3.5
Kyo Ya,94 E 7th St,10009,korean,40.7267,-73.98534,restaurant,4
Gaia Italian Café,251 E Houston St,10002,italian,40.721653,-73.985346,restaurant,3.5
"Glass Menagerie A Downtown Community Chorus, Inc.","201 East 17th Street, #21C",10003,Music,40.735041,-73.985375,cultural_center,-1
BONMi,119 E 23rd St,10010,vietnamese,40.73995,-73.98538,restaurant,3.5
Sous Vide Kitchen - A Virtual Food Hall,119 E 23rd St,10010,vietnamese,40.73995,-73.98538,restaurant,4
New Mizu Sushi,350 E 9th St,10003,japanese,40.7283,-73.98538,restaurant,4
Stuffed Ice Cream,139 1st Ave,10003,dessert,40.72805,-73.98538,restaurant,4
Paul's On Times Square,136 W 42nd St,10036,pizza,40.75522,-73.98539,restaurant,3.5
L'ADRESSE,1065 Ave Of The Americas,10018,brunch,40.75403,-73.98539,restaurant,3.5
The Tang - East Village,120 1st Ave,10009,chinese,40.72703,-73.98539,restaurant,4.5
"Downtown Music Productions, Inc.","310 East 12th Street, Apt. 2H",10003,Music,40.730789,-73.985391,cultural_center,-1
Tsukimi,228 East 10th St,10003,japanese,40.72908,-73.98541,restaurant,4.5
Stromboli Pizza,83 Saint Marks Pl,10003,pizza,40.72778,-73.9854299,restaurant,4
"New York Asian Symphony Orchestra, Inc.","889 Ninth Avenue, Ste. 1",10019,Music,40.768321,-73.985433,cultural_center,-1
Friedmans,228 W 47th St,10036,american,40.75950537,-73.98543793,restaurant,4
Hotel Tortuga,246 E 14th St,10003,mexican,40.73239,-73.98545,restaurant,4
The Little Beet,111 W 40th St,10018,healthy,40.75384,-73.98546,restaurant,4
Tony's Di Napoli,147 W 43rd St,10036,italian,40.75641,-73.98547,restaurant,4
"National Music Theater Network, Inc.","250 West 49th Street, Suite 601",10019,Theater,40.761193,-73.985478,cultural_center,-1
John's of 12th Street,302 E 12th St,10003,italian,40.730685,-73.985502,restaurant,3.5
Let's Meat,307 5th Ave,10016,korean,40.746774,-73.985524,restaurant,4
Toloache 50,251 West 50th St,10012,mexican,40.762325,-73.9855741,restaurant,4
Masseria Dei Vini,887 9th Ave,10019,italian,40.7684,-73.98558,restaurant,5
Follia NYC,179 3rd Ave,10003,pizza,40.73492432,-73.98558807,restaurant,4
Gotham Pizza,852 8th Ave,10019,pizza,40.76297047,-73.98559785,restaurant,4
Scarpetta,88 Madison Ave,10016,italian,40.744509,-73.9856,restaurant,4
La Palapa,77 St Mark's Pl,10003,mexican,40.727969,-73.985604,restaurant,4
Taqueria St. Marks Place,79 St Marks Pl,10003,mexican,40.72785878,-73.98561381,restaurant,3.5
Fiasco Theater LTD,80 Madison Ave,10016,Theater,40.744104,-73.985637,cultural_center,-1
The Burrito Box,885 9th Ave,10019,mexican,40.76831,-73.98565,restaurant,4.5
Ginger and Lemongrass,153 Rivington St,10002,chinese,40.71912,-73.98567,restaurant,4
Madangsui,35 W 35th St,10001,korean,40.75003,-73.985679,restaurant,4
Dun Huang - East Village,300 E 12th St,10003,korean,40.73081,-73.98568,restaurant,3.5
Junzi Kitchen,135 W 41st St,10036,chinese,40.754886,-73.985688,restaurant,3.5
Chela Modern Mexican,408 5th Ave,11215,mexican,40.67032,-73.98569,restaurant,4
"New York Youth Symphony, Inc.","110 West 40th Street, Suite 1503",10018,Music,40.753818,-73.985696,cultural_center,-1
Yopparai,151 Rivington St,10002,japanese,40.71919,-73.98571,restaurant,4
"Big Apple Circus, Ltd.",One MetroTech Center-North,11201,Theater,40.694059,-73.985741,cultural_center,-1
Mariella,492 6th Ave,11215,healthy,40.6662419,-73.985749,restaurant,4
Sculptors Alliance Inc.,"305 East 11th Street, Apt. 5D",10003,Visual Arts,40.730136,-73.985777,cultural_center,-1
The Organic Grill,123 1st Ave,10003,healthy,40.72737,-73.98578,restaurant,3.5
"Negro Ensemble Company, Inc.","135 West 41st Street, 5th Floor",10036,Theater,40.754691,-73.985797,cultural_center,-1
Uncle Tetsu,135 W 41st St,10036,dessert,40.754926,-73.985808,restaurant,4
Barn Joo 35,34 W 35th St,10001,seafood,40.74964,-73.98582,restaurant,4
Gopchang Story BBQ,312 5th Ave,10001,seafood,40.74701,-73.98583,restaurant,4
Korilla BBQ,2 MetroTech Ctr,11201,korean,40.69354149,-73.98584234,restaurant,3.5
Bonchon - Willoughby,68 Willoughby Street,11201,korean,40.692088,-73.985846,restaurant,4
Shabu-Tatsu East Village,216 E 10th St,10003,japanese,40.72927,-73.98585,restaurant,3.5
Oiji,119 1st Ave,10003,japanese,40.72727,-73.98585,restaurant,4
"League of American Theatres and Producers, Inc.","226 West 47th Street, 6th floor",10036,Theater,40.759713,-73.985854,cultural_center,-1
Xiang Xiang Noodle 乡香麵,110-112 E 23rd St,10010,chinese,40.73982,-73.98587,restaurant,4
Rucola,190 Dean St,11217,italian,40.68562,-73.98587,restaurant,3
SkyIce 9th St.,437 5th Ave,11215,thai,40.669364,-73.985873,restaurant,4
Beyond Sushi,229 E 14th St,10003,healthy,40.7329,-73.98588,restaurant,4
Pokeworks,63 W 37th St,10018,healthy,40.75159343,-73.98588181,restaurant,4
Pado,199 2nd Ave,10003,japanese,40.7314,-73.98589,restaurant,4
Cielo Italian Restaurant,242 W 49th St,10019,italian,40.76128,-73.9859,restaurant,4.5
Yara Arts Group,"306 East 11th Street, Apt. 3B",10003,Theater,40.730172,-73.985903,cultural_center,-1
Taco Mix,158 Delancey St,10002,mexican,40.7181,-73.98592,restaurant,4
Seven Grams Caffe,76 Madison Ave,10016,dessert,40.74391,-73.98593,restaurant,4.5
Hi-Collar,214 E 10th St,10003,dessert,40.72930773,-73.9859368,restaurant,3.5
Black Tap - Herald Square,45 W 35th St,10016,american,40.750089,-73.985986,restaurant,3.5
Ootoya Times Square,141 W 41st St,10036,japanese,40.75487,-73.98599,restaurant,4.5
Circa Brewing,141 Lawrence St,11201,pizza,40.69165,-73.98603,restaurant,4
Curry-Ya,214 E 10th St,10003,japanese,40.72922,-73.98604,restaurant,4.5
Tacos Cholula,25 Ave A,10009,mexican,40.72301,-73.98605,restaurant,4.5
Lillie's Victorian Establishment,249 W 49th St,10019,american,40.7614625,-73.9860519,restaurant,4
LoveMama,174 2nd Ave,10003,chinese,40.7303859,-73.9860613,restaurant,3.5
MAD Toast House,332 E 9th St,10003,dessert,40.7286,-73.98607,restaurant,4
Suki,86 E 7th St,10003,japanese,40.72702,-73.98608,restaurant,4
Love Pho,174 2AVENUE,10003,vietnamese,40.7304,-73.9860999,restaurant,4.5
SenYa,109 1st Ave,10003,japanese,40.72690155,-73.98610112,restaurant,4
K-Town BBQ,2 West 32nd St,10001,korean,40.7473,-73.98611,restaurant,3.5
Gammeeok,9 W 32nd St,10001,korean,40.747653,-73.986114,restaurant,3.5
Madame Vo,212 E 10th St,10003,vietnamese,40.72925,-73.98612,restaurant,5
ABC No Rio,"107 Suffolk Street, #305",10002,Visual Arts,40.718943,-73.986122,cultural_center,-1
"Afro-Asian, Inc.","107 Suffolk Street, Apt. 213-A",10002,Music,40.718943,-73.986122,cultural_center,-1
Artist Exchange International on Broadway,"107 Suffolk Street, #35",10002,Visual Arts,40.718943,-73.986122,cultural_center,-1
"Artists Alliance, Inc.","107 Suffolk Street, Room 411",10002,Visual Arts,40.718943,-73.986122,cultural_center,-1
"Fantastic Experimental Latino Theater, Inc.","107 Suffolk Street, Ste. 311",10002,Theater,40.718943,-73.986122,cultural_center,-1
"Society of the Educational Arts, Inc.","107 Suffolk Street, 2nd Floor",10002,Theater,40.718943,-73.986122,cultural_center,-1
Blue Seafood Bar,856 Ninth Ave,10019,seafood,40.76685,-73.98615,restaurant,3.5
Cha Pa's Noodles And Grill,314 W 52nd St,10019,vietnamese,40.7637,-73.98615,restaurant,5
Bite,211 E 14th St,10003,healthy,40.733163,-73.986158,restaurant,4.5
Mandoo Bar,2 W 32nd St,10001,korean,40.7472,-73.98619,restaurant,4
E-Mo,2 W 32nd St,10001,korean,40.7471962,-73.9861908,restaurant,4
Cho Dang Gol Korean Restaurant,55 W 35th St,10001,korean,40.75023651,-73.98619843,restaurant,3.5
Phoenix Theatre Ensemble,"200 East 10th Street, #180",10003,Theater,40.72951,-73.986203,cultural_center,-1
Sweet Churros,11 W 32nd St,10001,dessert,40.747737,-73.986212,restaurant,3.5
Children's Aid Society,105 East 22nd Street,10010,Music,40.739265,-73.986215,cultural_center,-1
Ugly Kitchen,103 1st Ave,10003,vietnamese,40.72668567,-73.9862179,restaurant,4
Abiko Curry,2 W 32nd St,10001,vietnamese,40.74742597,-73.98621794,restaurant,4
Hyo Dong Gak,51 W 35th St,10001,korean,40.7501219,-73.9862269,restaurant,4
Brooklyn Roasting Company,25 Jay St,11201,dessert,40.704228,-73.986241,restaurant,3.5
BCD Tofu House,5W 32nd St,10001,korean,40.74750363,-73.98624472,restaurant,3.5
Pocha 32,15 W 32nd St,10001,korean,40.74752457,-73.98626268,restaurant,4
"New York Pops, Inc.",333 West 52nd Street,10019,Music,40.764004,-73.986264,cultural_center,-1
"Chamber Music America, Inc.",12 West 32nd Street,10001,Music,40.747475,-73.986278,cultural_center,-1
The Rag Trader & Bo Peep Cocktail and Highball Store,70 W 36th St,10018,american,40.75059,-73.98628,restaurant,4
Kobeque,11 W 32nd St,10001,korean,40.74754531,-73.98628433,restaurant,4
BBQ Olive Chicken,25 W 32nd St,10001,korean,40.74726712,-73.98628682,restaurant,4
Hanbat Restaurant,53 W 35th St,10001,korean,40.75015,-73.9863,restaurant,4.5
Bubba Gump Shrimp Co.,1501 Broadway,10036,seafood,40.7572946,-73.9863077,restaurant,3
Pelicana Chicken,11 W 32nd St,10001,korean,40.74761,-73.98631,restaurant,4.5
Noona Noodles,11 W 32nd St,10001,seafood,40.74761,-73.98631,restaurant,4
Five Senses,9 W 32nd St,10001,korean,40.74757316,-73.98631226,restaurant,3.5
ChikaLicious Dessert Bar,203 E 10th St,10003,dessert,40.729664,-73.98631817,restaurant,3.5
Izakaya MEW,53 W 35th St,10001,seafood,40.75018531,-73.98632035,restaurant,5
Charm Kao,193 Schermerhorn St,11201,thai,40.68922298,-73.98632168,restaurant,3.5
Miss KOREA BBQ,10 W 32nd St,10001,korean,40.747452,-73.986336,restaurant,3
Tableside Italian Cook Shoppe,345 E 6th St,10003,italian,40.7266287,-73.9863384,restaurant,4.5
Ding Asian Szechuan Hot Pot Restaurant,234 W 48th St,10036,korean,40.76064,-73.98635,restaurant,3.5
An'Nam,234 W 48th St,10036,thai,40.76052856,-73.98638916,restaurant,4.5
Main Noodle House,1011 6th Ave,10018,chinese,40.752143,-73.986396,restaurant,3
Yaso Tangbao,148 Lawrence St,11201,chinese,40.69182064,-73.98639924,restaurant,4
Koji Izakaya,140 Lawrence St,11201,japanese,40.69195,-73.98641,restaurant,5
Boulton & Watt,5 Ave A,10009,american,40.7224963,-73.986439,restaurant,4
Apna Masala Indian Cuisine,344 E 6th St,10003,indian,40.72638346,-73.98645112,restaurant,4
MUI,10 W 32nd St,10001,korean,40.74732,-73.98646,restaurant,4
Pedro's Mexican Bar & Restaurant,73 Jay St,11201,mexican,40.702526,-73.98647,restaurant,4
Woorijip,12 W 32nd St,10001,korean,40.74747,-73.98648,restaurant,4
Turntable Chicken Jazz,20 W 33rd St,10001,korean,40.74828,-73.98649,restaurant,4
Upstate,95 1st Ave,10003,american,40.72631391,-73.9864902,restaurant,3.5
Tacombi - Empire State Building,23 W 33rd St,10118,mexican,40.748375,-73.9864908,restaurant,3.5
Panna II Garden Indian Restaurant,93 1st Ave,10003,indian,40.72626,-73.9865,restaurant,4
Mexicue,1440 Broadway,10018,mexican,40.754412,-73.986511,restaurant,3.5
Pongsri Thai Restaurant,244 W 48th St,10036,thai,40.76071,-73.98652,restaurant,4
Hortus NYC,271 5th Ave,10016,thai,40.74545,-73.98652,restaurant,4.5
Otaku Katsu,137 Rivington St,10002,japanese,40.719384,-73.986529,restaurant,4
Kanoyama,175 2nd Ave,10003,japanese,40.73054519,-73.98654403,restaurant,3.5
NYKKEI,857 9th Ave,10019,japanese,40.76708,-73.98655,restaurant,3.5
Turntable Chicken Rock,290 5th Ave,10001,korean,40.74635,-73.98655,restaurant,4
Grace Street,17 W 32nd St,10001,dessert,40.74785768,-73.98655906,restaurant,4
Grand Army,336 State St,11201,seafood,40.688182,-73.986572,restaurant,4.5
Market Crates,26 W 33rd St,10001,healthy,40.748279,-73.986576,restaurant,4.5
"Art in General, Inc.",20 Jay Street,11201,Visual Arts,40.704313,-73.986587,cultural_center,-1
"Brooklyn Philharmonic Symphony Orchestra, Inc.","20 Jay Street, Suite M16",11201,Music,40.704313,-73.986587,cultural_center,-1
Clay Pot - East Village,58 St Mark's Pl,10003,chinese,40.72798803,-73.9865908,restaurant,3.5
"Looking Glass Theatre, Inc.",422 West 57th Street,10019,Theater,40.768277,-73.986592,cultural_center,-1
Uluh,152 2nd Ave,10003,dessert,40.7293403,-73.9866071,restaurant,4
Ippudo Westside,321 W 51st St,10019,japanese,40.76344,-73.98661,restaurant,3
Punjabi Grocery & Deli,114 E 1st St,10009,indian,40.72272254,-73.98662246,restaurant,3.5
New York Theatre Barn,401 W. 56th Street,10019,Theater,40.767429,-73.986625,cultural_center,-1
P.S. Kitchen,246 W 48th St,10036,indian,40.76066,-73.98664,restaurant,4.5
Setsugekka East Village,74 E 7th St,10003,dessert,40.72725,-73.98664,restaurant,3.5
Milon,93 1st Ave,10003,indian,40.726322,-73.986648,restaurant,3.5
Royal Bangladesh Indian Restaurant,93 1st Ave,10003,indian,40.726322,-73.986648,restaurant,4
New Wonjo Restaurant,23 W 32nd St,10001,korean,40.74788,-73.98665,restaurant,4
Raku,342 E 6th St,10003,korean,40.72649881,-73.98665261,restaurant,4
Big D's Grub Truck,N/A,11201,vietnamese,40.703099,-73.9866598,restaurant,4
The MasalaWala,179 Essex St,10002,indian,40.72191,-73.98666,restaurant,4
Dons Bogam Black,276 5th Ave,10001,korean,40.74587735,-73.98666522,restaurant,4
BarBacon Hell's Kitchen,836 9th Ave,10019,american,40.766253,-73.986674,restaurant,3
Concrete Temple Theatre,"211 East 14th Street, Apt. 10",10003,Theater,40.733092,-73.986678,cultural_center,-1
Noodies,830 9th Ave,10019,vietnamese,40.76628505,-73.9866788,restaurant,3.5
ViceVersa,325 W 51st St,10019,italian,40.76358584,-73.98667994,restaurant,3.5
MUD,307 E 9th St,10003,brunch,40.72905,-73.98668,restaurant,4
Sigiri,91 1st Ave,10003,indian,40.726261,-73.986686,restaurant,3.5
Thai sidewalk,Jay Street And Front St,11201,thai,40.702424,-73.9866872,restaurant,4.5
Benson's NYC,181 Essex St,10002,american,40.7218302,-73.9866963,restaurant,4.5
Don Antonio,309 W 50th St,10019,pizza,40.762711,-73.986708,restaurant,4.5
Cupcake Market,74 E 7th St,10003,dessert,40.72716141,-73.98670959,restaurant,3.5
UOGASHI,318 West 51st St,10019,japanese,40.76326,-73.98671,restaurant,4.5
Trattoria Trecolori,254 West 47th St,10036,seafood,40.75998,-73.98671,restaurant,4.5
Stanton Pizza,127 Stanton St,10002,pizza,40.72073,-73.98671,restaurant,4
Bijan's,81 Hoyt St,11211,american,40.68803,-73.98671,restaurant,3.5
Emmy Squared - East Village,83 1st Ave,10003,pizza,40.72598,-73.98672,restaurant,4.5
The Little Sweet Cafe,77B Hoyt St,11201,dessert,40.6881418,-73.9867324,restaurant,3.5
Blue Dog Cookhouse & Bar,308 W 50th St,10019,brunch,40.76244,-73.98674,restaurant,3.5
"MasterVoices, Inc.",1441 Broadway,10018,Music,40.754707,-73.986753,cultural_center,-1
Itaewon,28 W 32nd St,10001,korean,40.74751251,-73.98675544,restaurant,4
Dim Sum Palace,33 W 33rd St,10001,seafood,40.7486,-73.98676,restaurant,4
Friend of A Farmer,77 Irving Pl,10003,brunch,40.73695,-73.98677,restaurant,4
Beauty & Essex,146 Essex St,10002,american,40.72037,-73.98677,restaurant,4
CajunSea & Oyster Bar,32 W 33rd St,10001,seafood,40.7483352,-73.9867701,restaurant,4.5
West End Bar & Grill,813 8th Ave,10019,american,40.7615693,-73.9867747,restaurant,4
Laboratorio,329 W 51st St,10019,italian,40.76364,-73.98678,restaurant,4
Patzeria Perfect Pizza,231 W 46th St,10036,pizza,40.75946539,-73.98678571,restaurant,3.5
Real Kung Fu Little Steamed Buns Ramen,811 8th Ave,10019,chinese,40.76162866,-73.98681816,restaurant,3.5
Samudra NYC Restaurant,826 9th Ave,10019,indian,40.76609,-73.98683,restaurant,3
Danji,346 W 52nd St,10019,korean,40.764,-73.98686,restaurant,4
Ice & Vice,221 E Broadway,10002,dessert,40.71428427,-73.98687378,restaurant,4.5
El Centro,824 9th Ave,10019,mexican,40.76602,-73.98688,restaurant,4
Spoonfed New York Country,331 W 51st St,10019,american,40.7636295,-73.9868805,restaurant,4.5
Jongro BBQ,22 W 32nd St,10001,korean,40.747514,-73.986884,restaurant,3.5
Burrow,68 Jay St,11201,dessert,40.7027217,-73.9868878,restaurant,4
La Contenta,102 Norfolk St,10002,brunch,40.71873,-73.98691,restaurant,3.5
Bread & Spread,151 Front St,11201,brunch,40.7025945,-73.9869119,restaurant,4
The Ribbon,220 West 44th St,10036,brunch,40.7576,-73.98693,restaurant,4
Peppino's Brick Oven Pizza & Restaurant,469 5th Ave,11215,pizza,40.668221,-73.986936,restaurant,4
Fast and Fresh Burrito Deli,84 Hoyt St,11201,mexican,40.68806,-73.98694,restaurant,4
Downtown Natural Market,51 Willoughby St,11201,healthy,40.69232,-73.98696,restaurant,4.5
Fields Good Chicken,44 E 23rd St,10010,healthy,40.7403,-73.9869963,restaurant,3
Joe's Pizza,1435 Broadway,10018,pizza,40.75458413,-73.98700392,restaurant,3
Num Pang Kitchen,133 West 38th St,10018,vietnamese,40.75282241,-73.98700706,restaurant,4
Sugar Sweet Sunshine Bakery,126 Rivington St,10002,dessert,40.719851,-73.987011,restaurant,5
Ayza Wine & Chocolate Bar,11 W 31st St,10001,dessert,40.74717747,-73.98701131,restaurant,4.5
BLACKBARN,19 E 26th St,10010,brunch,40.74310363,-73.98705385,restaurant,3.5
il laboratorio del gelato,188 Ludlow St,10002,dessert,40.72223536,-73.98706327,restaurant,4.5
Paper Daisy,41 St Marks Pl,10003,american,40.7285,-73.98707,restaurant,4
"Artists in Residence, Inc.",155 Plymouth Street,11201,Visual Arts,40.703784,-73.987077,cultural_center,-1
Downtown Bakery Cocina Mexicana,69 1st Ave,10003,mexican,40.72543,-73.98711,restaurant,4
Shanghai Mong,30 W 32nd St,10001,korean,40.747612,-73.98715973,restaurant,4
May May Kitchen,181 Clinton St,10002,chinese,40.71511583,-73.98718514,restaurant,4
"Gramercy Brass of New York, Inc.",111 East 19th Street,10003,Music,40.737333,-73.98719,cultural_center,-1
Dirty French,180 Ludlow St,10002,brunch,40.72183,-73.98719,restaurant,4
