"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"395","Manhattan Theatre Club, Inc.","311 West 43rd Street, Eighth Floor","New York","NY","10036","(212) 399-3000 x4124","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.75818,-73.989922,121,1024965,1010340022,"Clinton"
"396","Manhattan Theatre Source Incorporated","177 MacDougal Street","New York","NY","10011","(212) 260-4698","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.732783,-73.998142,63,1077891,1005530026,"West Village"
"397","Marilyn Horne Foundation, Inc.","250 West 57th Street, Ste. 603","New York","NY","10107","(212) 582-2000","Music","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.766391,-73.982119,137,1024899,1010280056,"Midtown-Midtown South"
"398","Martin Luther King, Jr. Concert Series, Inc.","32 Court Street, Ste. 607","Brooklyn","NY","11201","(212) 297-4888","Music","Brooklyn Council District #36","Brooklyn Community Board #9","Brooklyn",40.693014,-73.990758,9,3002248,3002550044,"Brooklyn Heights-Cobble Hill"
"399","Martina Arroyo Foundation, Inc.","200 Central Park South, Apt. 20-I","New York","NY","10019","(212) 397-7256","Music","Manhattan Council District #4","Manhattan Community Board #5","Manhattan",40.767022,-73.979448,137,1024918,1010300029,"Midtown-Midtown South"
"400","MasterVoices, Inc.","1441 Broadway","New York","NY","10018","(646) 202-9623","Music","Manhattan Council District #4","Manhattan Community Board #5","Manhattan",40.754707,-73.986753,113,1022569,1009930055,"Midtown-Midtown South"
"401","Medicine Show Theatre Ensemble, Inc.","549 West 52nd Street, Third Floor","New York","NY","10019","(212) 262-4216","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.766669,-73.992603,135,1081734,1010810080,"Clinton"
"402","Meet the Composer, Inc.","90 John Street, Ste. 312","New York","NY","10038","(212) 645-6949 x111","Music","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.708173,-74.006464,1502,1001127,1000697502,"Battery Park City-Lower Manhattan"
"403","Melodia Women's Choir of NYC, Inc.","446 West 47th Street, Apt. 1B","New York","NY","10036","(212) 757-2945","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.762173,-73.991679,127,1026520,1010567501,"Clinton"
"404","Melting Pot Theatre, Inc.","2444 Broadway, Suite 231","New York","NY","10024","(212) 874-7210 x2","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.791029,-73.974417,179,1033556,1012387501,"Upper West Side"
"405","Mencius Society for the Arts, Inc.","243 Grand St. 2F","New York","NY","10002","(212) 431-7373","Music","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.718321,-73.994408,16,1003932,1003040018,"Chinatown"
"406","Mendelssohn Glee Club","393 West End Avenue, Apt. 8C","New York","NY","10024","(845) 525-0100","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.784133,-73.981335,167,1031127,1011860083,"Upper West Side"
"407","Metro Chamber Orchestra Incorporated","8821 16th Avenue","New York","NY","11214","(718) 801-3811","Music","Brooklyn Council District #43","Brooklyn Community Board #11","Brooklyn",40.605702,-74.011852,174,3168405,3064300015,"Bath Beach"
"408","Metropolitan Museum of Art","1000 Fifth Avenue","New York","NY","10028","(212) 879-5500","Visual Arts","Manhattan Council District #6","Manhattan Community Board #8","Manhattan",40.778633,-73.962546,143,1083810,1011110001,"park-cemetery-etc-Manhattan"
"409","Metropolitan Opera Association, Inc.","30 Lincoln Center","New York","NY","10023","(212) 870-7647","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.772031,-73.98275,149,1081022,1011340001,"Lincoln Square"
"410","Mexican American Symphony Orchestra","30 West 63rd Street","New York","NY","10023","(212) 564-0508","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.77109,-73.981454,149,1027463,1011157503,"Lincoln Square"
"411","Michael Chekhov Theatre Company","161 Sixth Avenue, 14th Floor","New York","NY","10013","(212) 691-6969 x13","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.725677,-74.003976,37,1007822,1005050031,"SoHo-TriBeCa-Civic Center-Little Italy"
"412","Midori Foundation, Inc.","352 Seventh Avenue, Ste. 301","New York","NY","10001","(212) 767-1300 x18","Music","Manhattan Council District #3","Manhattan Community Board #6","Manhattan",40.748208,-73.992663,95,1014291,1007790041,"Midtown-Midtown South"
"413","Midtown Management Group, Inc.","630 Ninth Avenue, Ste. 802","New York","NY","10036","(212) 245-0710","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.760038,-73.991449,121,1024982,1010350001,"Clinton"
"414","Mint Theater Company, Inc.","330 West 42nd Street","New York","NY","10036","(212) 315-9434","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.757661,-73.990832,115,1024926,1010320048,"Clinton"
"415","Mixteca Organization Inc","245 23rd St 2nd Floor","Brooklyn","NY","11215","(718) 965-4795","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #7","Brooklyn",40.659942,-73.994096,145,3017611,3008990001,"Sunset Park West"
"416","Momenta Art, Inc.","56 Bogart Street","Brooklyn","NY","11206","(718) 218-8058","Visual Arts","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.705533,-73.933351,453,3071424,3030930001,"Bushwick North"
"417","Moose Hall Theatre Company","25 Indian Road, Studio 4G","New York","NY","10034","(212) 304-8950","Theater","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.872631,-73.918951,307,1065081,1022500054,"Marble Hill-Inwood"
"418","Morris-Jumel Mansion, Inc.","65 Jumel Terrace","New York","NY","10032","(212) 923-8008","Museum","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.835076,-73.938562,24301,1084189,1021090106,"Washington Heights South"
"419","Multicultural Music Group, Inc.","601 Walton Avenue","Bronx","NY","10451","(718) 884-5495","Music","Bronx Council District #17","Bronx Community Board #1","Bronx",40.820221,-73.927849,63,2001136,2023530048,"West Concourse"
"420","Museum at Eldridge Street","12 Eldridge Street","New York","NY","10002","(212) 219-0888 x203","Museum","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.714733,-73.993713,16,1003778,1002930003,"Chinatown"
"421","Museum of African American Cinema, Inc.","163 West 125th Street, Suite 903","New York","NY","10027","(212) 749-5298","Museum","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.808644,-73.947524,222,1081602,1019100001,"Central Harlem South"
"422","Museum of American Finance","48 Wall Street","New York","NY","10005","(212) 908-4110","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.706331,-74.009396,7,1001005,1000400014,"Battery Park City-Lower Manhattan"
"423","Museum of Arts & Design","2 Columbus Circle","New York","NY","10019","(212) 956-3535 x133","Museum","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.7677,-73.981957,137,1024910,1010300001,"Midtown-Midtown South"
"424","Museum of Biblical Art","1865 Broadway","New York","NY","10023","(212) 408-1236","Museum","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.769995,-73.982137,145,1090158,1011140009,"Lincoln Square"
"425","Museum of Chinese in the Americas","70 Mulberry Street, 2nd Floor","New York","NY","10013","(212) 619-4785 x108","Museum","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.716092,-73.999203,29,1066494,1002000001,"Chinatown"
"426","Museum of Comic and Cartoon Art","594 Broadway, Ste. 401","New York","NY","10012","(212) 254-3511","Museum","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.72496,-73.997157,43,1007944,1005110012,"SoHo-TriBeCa-Civic Center-Little Italy"
"427","Museum of Contemporary African Diasporian Arts, Inc.","80 Hanson Place","Brooklyn","NY","11217","(718) 230-0492 x113","Museum","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.685488,-73.974421,35,3057479,3020030034,"Fort Greene"
"428","Museum of Food and Drink","232 East 11th Street","New York","NY","10003","(212) 228-5482","Museum","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.730817,-73.987433,40,1006817,1004660025,"East Village"
"429","Museum of Jewish Heritage � A Living Memorial to the Holocaust","36 Battery Place","New York","NY","10280","(646) 437-4200","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.705806,-74.018019,31704,1084594,1000160010,"Battery Park City-Lower Manhattan"
"430","Museum of Maritime Navigation and Communication","1208 Bay Street","New York","NY","10305","(718) 594-1717","Museum","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.613825,-74.065952,8,5042811,5028540023,"Stapleton-Rosebank"
"431","Museum of Modern Art","11 West 53rd Street","New York","NY","10019","(212) 708-9773","Museum","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.761002,-73.977201,104,1081128,1012690020,"Midtown-Midtown South"
"432","Museum of Music & Entertainment in New York City","550 Grand Street, H3A","New York","NY","10002","(646) 342-7740","Music","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.714117,-73.980402,12,1076784,1003310120,"Lower East Side"
"433","Museum of the City of New York","1220 Fifth Avenue","New York","NY","10029","(212) 534-1672","Museum","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.792438,-73.952448,168,1074157,1016090001,"East Harlem South"
"434","Music Before 1800, Inc.","529 West 121 Street","New York","NY","10027","(212) 666-0675","Music","Manhattan Council District #9","Manhattan Community Board #1","Manhattan",40.810834,-73.960664,203,1059650,1019760009,"Morningside Heights"
"435","Music Outreach/Learning Through Music, Inc.","677 West End Avenue","New York","NY","10025","(212) 316-2000","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.793197,-73.974723,179,1034124,1012520020,"Upper West Side"
"436","Music at the Anthology, Inc.","260 West Broadway","New York","NY","10013","(212) 563-5124","Music","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.708935,-73.959386,525,NA,NA,"North Side-South Side"
"437","Music from China","170 Park Row, Apt. 12D","New York","NY","10038","(212) 941-8733","Music","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.713139,-74.000231,29,1077439,1001610001,"Chinatown"
"438","Music in the Center","2350 Broadway, Ste. 203","New York","NY","10024","(917) 459-6527","Music","Bronx Council District #15","Bronx Community Board #6","Manhattan",40.788007,-73.976747,171,1033133,1012330016,"Upper West Side"
"439","Musica De Camara, Inc.","1215 Fifth Avenue","New York","NY","10029","(212) 410-5612","Music","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.79181,-73.9529,168,1051491,1016080001,"East Harlem South"
"440","Musica Reginae Productions, Ltd.","59-56 57th Drive","Maspeth","NY","11378","(718) 894-2517","Music","Queens Council District #19","Queens Community Board #11","Queens",40.72184,-73.90631,531,4060168,4026940034,"Maspeth"
"441","Musica Viva Inc.","1157 Lexington Ave","New York","NY","10075","(212) 794-3646","Music","Manhattan Council District #5","Manhattan Community Board #8","Manhattan",40.775377,-73.95858,140,1047486,1015080053,"Upper East Side-Carnegie Hill"
"442","Musical Chairs Chamber Ensemble, Inc.","19 Ridgefield Avenue","Staten Island","NY","10304","(718) 815-5786","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.613055,-74.088484,47,5016071,5006240042,"Grymes Hill-Clifton-Fox Hills"
"443","Musical Theatre Factory","440 Lafayette Street","New York","NY","10003","(212) 477-5769","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.729327,-73.991907,57,1088676,1005450026,"West Village"
"444","Musicals Tonight! Inc.","150 West 79th Street, Ste. 9A","New York","NY","10024","(212) 362-5620","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.782551,-73.97693,165,1030264,1011500055,"Upper West Side"
"445","Musicians For Harmony, Inc.","345 East 93rd Street, Ste. 12B","New York","NY","10128","(212) 996-8010","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.781501,-73.946545,154,1050288,1015560023,"Yorkville"
"446","Myrtle Avenue Revitalization Project","472 Myrtle Avenue, Second Floor","Brooklyn","NY","11205","(718) 230-1689","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.693377,-73.966431,195,3054864,3019040028,"Clinton Hill"
"447","NURTUREart Non-Profit, Inc.","56 Bogart Street","Brooklyn","NY","11206","(718) 782-7755","Visual Arts","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.705533,-73.933351,453,3071424,3030930001,"Bushwick North"
"448","NY Artists Unlimited, Inc.","212 West 14th Street, Ste. 2A","New York","NY","10011","(212) 242-6036","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.738827,-74.000357,77,1011107,1006180026,"West Village"
"449","NY JAZZ Initiative","149 W. 46th Street","New York","NY","10036","(646) 395-9581","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.757981,-73.983627,125,1022664,1009990011,"Midtown-Midtown South"
"450","Naked Angels, Ltd.","151 Bank St","New York","NY","10014","(212) 343-7394","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.736112,-74.009053,79,1012047,1006390001,"West Village"
"451","Narrows Community Theater, Inc.","97-28 Third Avenue, #527","Brooklyn","NY","11209","(718) 836-2880","Theater","Brooklyn Council District #43","Brooklyn Community Board #11","Brooklyn",40.615504,-74.034322,5601,3155816,3061250001,"Bay Ridge"
"452","National Academy of Design","1083 Fifth Avenue","New York","NY","10128","(212) 369-4880 x208","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.78377,-73.958781,15002,1046966,1015010004,"Upper East Side-Carnegie Hill"
"453","National Alliance for Musical Theatre, Inc.","520 Eighth Avenue, Ste. 301","New York","NY","10018","(212) 714-6668 x11","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"454","National Asian American Theater Festival","520 8th Avenue, Ste. 308","New York","NY","10018","(212) 224-0447","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"455","National Asian American Theatre Co., Inc.","520 Eighth Avenue, Ste. 308","New York","NY","10018","(212) 244-0447","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"456","National Association of Women Artists, Inc.","80 Fifth Avenue, Suite 1405","New York","NY","10011","(212) 675-1616","Visual Arts","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.735807,-73.993772,63,1009717,1005770039,"West Village"
"457","National Black Theatre Workshop, Inc.","2031-33 Fifth Avenue","New York","NY","10035","(212) 234-2468","Theater","Manhattan Council District #9","Manhattan Community Board #11","Manhattan",40.806783,-73.941984,198,1054026,1017500001,"East Harlem North"
"458","National Black Touring Circuit, Inc.","790 Riverside Drive, Apt. 3E","New York","NY","10032","(212) 283-0974","Theater","Manhattan Council District #7","Manhattan Community Board #6","Manhattan",40.834787,-73.946852,241,1063252,1021340071,"Washington Heights South"
"459","National Choral Council","1650 Broadway, Ste. 301","New York","NY","10019","(212) 333-5333","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.761964,-73.983684,131,1024811,1010220035,"Midtown-Midtown South"
"460","National Museum of Catholic Art and History","443 East 115th Street","New York","NY","10029","(212) 828-5209","Museum","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.794897,-73.934887,178,1081446,1017090016,"East Harlem North"
"461","National Music Theater Network, Inc.","250 West 49th Street, Suite 601","New York","NY","10019","(212) 664-0979 x13","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.761193,-73.985478,125,1024785,1010200059,"Midtown-Midtown South"
"462","National September 11 Memorial & Museum at the World Trade Center Foundation, Inc.","200 Liberty Street","New York","NY","10281","(646) 480-3733","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.711425,-74.015442,31704,1000057,1000160120,"Battery Park City-Lower Manhattan"
"463","National Theater Workshop of the Handicapped, Inc.","535 Greenwich Street","New York","NY","10013","(212) 206-7789","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.726917,-74.00893,37,1010366,1005970038,"SoHo-TriBeCa-Civic Center-Little Italy"
"464","Naumburg Orchestral Concerts, Inc.","300 Central Park West, Apt. 18 H","New York","NY","10024","(212) 787-0804","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.788063,-73.967315,177,1031607,1012040029,"Upper West Side"
"465","Negro Ensemble Company, Inc.","135 West 41st Street, 5th Floor","New York","NY","10036","(212) 582-5860","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.754691,-73.985797,113,1022577,1009940045,"Midtown-Midtown South"
"466","New 42nd Street, Inc.","229 West 42nd Street, 10th Floor","New York","NY","10036","(646) 223-3001","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.756571,-73.98819,119,1024683,1010140017,"Midtown-Midtown South"
"467","New Amsterdam Musical Association, Inc.","107 West 130th Street","New York City","NY","10027","(212) 281-1351","Music","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.811195,-73.943743,226,1058040,1019150026,"Central Harlem North-Polo Grounds"
"468","New Amsterdam Presents, Inc.","417 Myrtle Ave. #101","Brooklyn","NY","11205","(864) 569-5158","Music","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.693133,-73.969121,187,3054291,3018870095,"Fort Greene"
"469","New Brooklyn Theater, Inc.","202 Baltic Street","Brooklyn","NY","11201","(347) 407-1012","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.686918,-73.996564,45,3003498,3003110025,"Carroll Gardens-Columbia Street-Red Hook"
"470","New Dramatists, Inc.","424 West 44th Street","New York","NY","10036","(212) 757-6960 x12","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.760107,-73.992604,121,1026374,1010530045,"Clinton"
"471","New Federal Theatre, Inc.","543 West 42nd Street","New York","NY","10036","(212) 353-1176","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.76028,-73.997,129,1082441,1010717502,"Clinton"
"472","New Group, Inc.","410 West 42 Street","New York","NY","10036","(212) 244-3380 x306","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.758652,-73.993185,115,1026330,1010510029,"Clinton"
"473","New Museum of Contemporary Art","235 Bowery","New York","NY","10002","(212) 219-1222 x239","Museum","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.722424,-73.993225,3601,1005709,1004260012,"Chinatown"
"474","New Perspectives Theatre Company","456 West 37th Street, Ground Floor","New York","NY","10018","(212) 630-9945","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.756099,-73.996856,111,1012895,1007340066,"Hudson Yards-Chelsea-Flatiron-Union Square"
"475","New Professional Theatre, Inc.","229 West 42nd Street, Apt. 501","New York","NY","10036","(212) 398-2666","Theater","Manhattan Council District #3","Manhattan Community Board #3","Manhattan",40.756571,-73.98819,119,1024683,1010140017,"Midtown-Midtown South"
"476","New School","66 West 12th Street","New York","NY","10011","(212) 229-5650","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.735506,-73.996576,63,1083136,1005750017,"West Village"
"477","New Sounds Music Incorporated","870 W. 181st Street 9B","New York","NY","10033","(215) 316-1381","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.851368,-73.941157,265,1064322,1021770170,"Washington Heights South"
"478","New Stage Theatre Company, Inc.","75 Broad Street, Suite 0406","New York","NY","10004","(917) 297-0469","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.704487,-74.011556,9,1000849,1000290070,"Battery Park City-Lower Manhattan"
"479","New Worlds Theatre Project, Inc.","670 West End Avenue, Ste. 16A","New York","NY","10025","(917) 513-7620","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.793079,-73.974297,179,1033621,1012400061,"Upper West Side"
"480","New York Artists Equity Association, Inc.","245 Broome St","New York","NY","10002","(212) 542-0292","Visual Arts","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.717944,-73.989668,18,1005277,1004080014,"Chinatown"
"481","New York Asian Symphony Orchestra, Inc.","889 Ninth Avenue, Ste. 1","New York","NY","10019","(212) 397-5298 x23","Music","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.768321,-73.985433,139,1026889,1010670033,"Clinton"
"482","New York City Community Chorus at Holy Apostles","35 West 8th Street, Apt. 3R","New York","NY","10011","(212) 475-2702","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.733068,-73.99825,63,1009444,1005720061,"West Village"
"483","New York City Master Chorale","511 Avenue of the Americas","New York","NY","10011","(917) 326-1422","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.736875,-73.997203,71,1010653,1006090047,"West Village"
"484","New York City Players, Inc.","400 West 43rd Street, Apt. 27N","New York","NY","10036","(212) 479-0808","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.759173,-73.992326,121,1083745,1010520001,"Clinton"
"485","New York City Police Museum","100 Old Slip","New York","NY","10005","(212) 480-3100 x105","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.703279,-74.008039,7,1000866,1000340037,"Battery Park City-Lower Manhattan"
"486","New York Classical Theatre, Inc.","40 West 116th Street, #B1004","New York","NY","10026","(212) 662-0760","Theater","Manhattan Council District #9","Manhattan Community Board #7","Manhattan",40.80145,-73.948342,190,1087782,1015997502,"Central Harlem South"
"487","New York Collegium, Inc.","869 Lexington Avenue","New York","NY","10021","(212) 717-9246","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.766118,-73.965336,120,1083886,1014000020,"Upper East Side-Carnegie Hill"
"488","New York Conservatory of Music","321 East 69th Street","New York","NY","10021","(212) 717-9590","Music","Manhattan Council District #5","Manhattan Community Board #8","Manhattan",40.766583,-73.95908,126,1044819,1014440013,"Lenox Hill-Roosevelt Island"
"489","New York Deaf Theatre, Ltd.","138 South Oxford Street, #4F","Brooklyn","NY","11217","(718) 793-5499","Theater","","","Brooklyn",40.685073,-73.973221,179,3000000,3020040048,"Fort Greene"
"490","New York Festival of Song, Inc.","307 Seventh Avenue","New York","NY","10001","(646) 230-8380","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.746869,-73.993616,95,1015061,1008030004,"Midtown-Midtown South"
"491","New York Gilbert & Sullivan Players, Inc.","225 West 99th Street","New York","NY","10025","(212) 769-1000","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.796267,-73.969586,187,1084035,1018710029,"Upper West Side"
"492","New York Kids Theatrical Alliance","3467 Eastchester Road #6D","Bronx","NY","10469","(646) 406-3322","Theater","Bronx Council District #12","Bronx Community Board #12","Bronx",40.878072,-73.846944,386,2117012,2047220012,"Eastchester-Edenwald-Baychester"
"493","New York Music Foundation, Inc.","247 Wadsworth Avenue","New York","NY","10033","(212) 740-0077","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.852552,-73.932965,271,1063968,1021660033,"Washington Heights North"
"494","New York Neo-Futurists","219 West 19th Street","New York","NY","10011","(917) 445-4712","Theater","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.741983,-73.998221,87,1013977,1007697506,"Hudson Yards-Chelsea-Flatiron-Union Square"
"495","New York Pops, Inc.","333 West 52nd Street","New York","NY","10019","(212) 765-7677 x13","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.764004,-73.986264,133,1025240,1010430013,"Clinton"
"496","New York Repertory Orchestra","949 West End Avenue, Ste. 4D","New York","NY","10025","(212) 662-8383","Music","Manhattan Council District #9","Manhattan Community Board #7","Manhattan",40.801842,-73.968457,195,1057264,1018920016,"Morningside Heights"
"497","New York Shakespeare Festival","425 Lafayette Street","New York","NY","10003","(212) 539-8500","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.728932,-73.992218,57,1008774,1005440016,"West Village"
"498","New York Stage and Film Co.","214 West 29th Street","New York","NY","10001","(212) 736-4240","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.748148,-73.993623,95,1014267,1007780048,"Midtown-Midtown South"
"499","New York Studio School of Drawing, Painting & Sculpture","8 West 8th Street","New York","NY","10011","(212) 673-6466 x111","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.732437,-73.996803,63,1008861,1005510028,"West Village"
"500","New York Theatre Barn","401 W. 56th Street","New York","NY","10019","(650) 219-0097","Theater","Manhattan Council District #6","Manhattan Community Board #4","Manhattan",40.767429,-73.986625,139,1026869,1010660029,"Clinton"
"501","New York Theatre Experience, Inc.","155 E. 31st Street   #10B","New York","NY","10016","(212) 217-9627","Theater","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.744257,-73.980512,72,1078756,1008870030,"Murray Hill-Kips Bay"
"502","New York Theatre Workshop, Inc.","79 East 4th Street","New York","NY","10003","(212) 780-9037 x118","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.726483,-73.990096,38,1006601,1004600046,"East Village"
"503","New York Youth Symphony, Inc.","110 West 40th Street, Suite 1503","New York","NY","10018","(212) 581-5933","Music","Manhattan Council District #4","Manhattan Community Board #5","Manhattan",40.753818,-73.985696,113,1080614,1008150039,"Midtown-Midtown South"
"504","New-York Historical Society","170 Central Park West","New York","NY","10024","(212) 485-9273","Museum","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.779265,-73.973743,161,1028816,1011290029,"Upper West Side"
"505","Nia Theatrical Production Co, Inc.","138 South Oxford Street","Brooklyn","NY","11217","(718) 346-6591","Theater","Brooklyn Council District #42","Brooklyn Community Board #5","Brooklyn",40.685073,-73.973221,179,3000000,3020040048,"Fort Greene"
"506","Nicholas Roerich Museum, Inc.","319 West 107 Street","New York","NY","10025","(212) 864-7752","Museum","Manhattan Council District #9","Manhattan Community Board #7","Manhattan",40.802517,-73.968507,195,1057276,1018920038,"Morningside Heights"
"507","Noble Maritime Collection","1000 Richmond Terrace","Staten Island","NY","10301","(718) 447-6490","Museum","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.645232,-74.104674,97,5000000,5000760200,"West New Brighton-New Brighton-St. George"
"508","Noel Pointer Foundation, Inc.","1368 Fulton Street, 3rd Floor","Brooklyn","NY","11216","(718) 230-4825","Music","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn",40.680175,-73.945717,247,3053786,3018620014,"Crown Heights North"
"509","Northern Manhattan Coalition For Economic Development","600 West 185th Street, 2nd Floor","New York","NY","10033","(212) 543-0010","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.851769,-73.932185,271,1063962,1021660016,"Washington Heights North"
"510","Northern Woodside Coalition","33-47 60th Street","Woodside","NY","11377","(718) 205-1030","Music","Queens Council District #22","Queens Community Board #1","Queens",40.752451,-73.902239,293,4027091,4011830145,"Woodside"
"511","OPERA America, Inc.","330 Seventh Avenue, 16th floor","New York","NY","10001","(212) 796-8620 x211","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.747549,-73.993143,95,1014264,1007780043,"Midtown-Midtown South"
"512","Omni Ensemble, Ltd.","23 Wellington Court","Brooklyn","NY","11230","(718) 859-8649","Music","Brooklyn Council District #44","Brooklyn Community Board #14","Brooklyn",40.630748,-73.962672,528,3179050,3066900073,"Flatbush"
"513","Only Make Believe, Inc.","1123 Broadway, Ste. 1003","New York","NY","10010","(646) 336-1500","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.743254,-73.989123,58,1015618,1008270028,"Hudson Yards-Chelsea-Flatiron-Union Square"
